type,module,sourceLine,snippet
if,19-campfire-hunting-house-extensions.js,3758,"function createFurnitureModel(item,parent,preview=false,valid=true){const roomType=world.houseExtensions.find(record=>record.data.id===item.extensionId)?.data?.type||'storage',spec=furnitureSpec(item.type,roomType);if(!spec)return null;const g=new THREE.Group();g.position.set(Number(item.x||0),.23,Number(item.z||0));g.rotation.y=Number(item.rotation||0);parent.add(g);if(preview){const material=new THREE.MeshStandardMaterial({color:valid?0x60e88b:0xff5668,transparent:true,opacity:.48,roughness:.5"
if,19-campfire-hunting-house-extensions.js,3760,"if(item.type==='bed'){pb(2.05,.28,1.42,wood,0,.18,0);pb(1.95,.28,1.35,0xd8edf8,0,.43,0);pb(1.9,.08,.42,0x4d86bd,0,.61,.42);pb(.72,.17,.42,light,-.48,.62,-.38);pb(2.05,1.0,.16,wood,0,.72,-.7);}"
if,19-campfire-hunting-house-extensions.js,3761,"else if(item.type==='sofa'){pb(2.0,.42,.78,cloth,0,.4,0);pb(2.0,.78,.22,shadeColor(cloth,-20),0,.73,-.31);pb(.24,.67,.82,shadeColor(cloth,-12),-.9,.56,0);pb(.24,.67,.82,shadeColor(cloth,-12),.9,.56,0);pb(.05,.48,.05,dark,-.78,.1,.25);pb(.05,.48,.05,dark,.78,.1,.25);}"
else,19-campfire-hunting-house-extensions.js,3761,"else if(item.type==='sofa'){pb(2.0,.42,.78,cloth,0,.4,0);pb(2.0,.78,.22,shadeColor(cloth,-20),0,.73,-.31);pb(.24,.67,.82,shadeColor(cloth,-12),-.9,.56,0);pb(.24,.67,.82,shadeColor(cloth,-12),.9,.56,0);pb(.05,.48,.05,dark,-.78,.1,.25);pb(.05,.48,.05,dark,.78,.1,.25);}"
if,19-campfire-hunting-house-extensions.js,3762,"else if(item.type==='tv'){pb(1.3,.78,.12,dark,0,.82,0);pb(1.14,.62,.04,0x154d6a,0,.82,.08);pb(.1,.48,.1,metal,0,.3,0);pb(.72,.1,.45,dark,0,.08,0);}"
else,19-campfire-hunting-house-extensions.js,3762,"else if(item.type==='tv'){pb(1.3,.78,.12,dark,0,.82,0);pb(1.14,.62,.04,0x154d6a,0,.82,.08);pb(.1,.48,.1,metal,0,.3,0);pb(.72,.1,.45,dark,0,.08,0);}"
if,19-campfire-hunting-house-extensions.js,3763,"else if(['coffee-table','porch-table','work-table'].includes(item.type)){pb(spec.w,.12,spec.d,wood,0,.62,0);for(const x of [-spec.w*.38,spec.w*.38])for(const z of [-spec.d*.32,spec.d*.32])pb(.09,.62,.09,dark,x,.31,z);}"
else,19-campfire-hunting-house-extensions.js,3763,"else if(['coffee-table','porch-table','work-table'].includes(item.type)){pb(spec.w,.12,spec.d,wood,0,.62,0);for(const x of [-spec.w*.38,spec.w*.38])for(const z of [-spec.d*.32,spec.d*.32])pb(.09,.62,.09,dark,x,.31,z);}"
for,19-campfire-hunting-house-extensions.js,3763,"else if(['coffee-table','porch-table','work-table'].includes(item.type)){pb(spec.w,.12,spec.d,wood,0,.62,0);for(const x of [-spec.w*.38,spec.w*.38])for(const z of [-spec.d*.32,spec.d*.32])pb(.09,.62,.09,dark,x,.31,z);}"
if,19-campfire-hunting-house-extensions.js,3764,"else if(['wardrobe','cabinet','bookshelf','shelf','storage-shelf'].includes(item.type)){pb(spec.w,1.65,spec.d,wood,0,.84,0);for(const y of [.38,.82,1.25])pb(spec.w-.12,.06,spec.d+.02,light,0,y,.02);if(item.type==='wardrobe'||item.type==='cabinet'){pb(.06,1.5,.04,dark,0,.86,spec.d/2+.03);pb(.07,.12,.05,metal,-.12,.85,spec.d/2+.06);pb(.07,.12,.05,metal,.12,.85,spec.d/2+.06);}else for(let i=0;i<5;i++)pb(.15,.42,.27,[0xe36d5c,0x4e8bd9,0xf0c84d,0x62a96b][i%4],-.45+i*.22,.58,spec.d/2+.03);}"
else,19-campfire-hunting-house-extensions.js,3764,"else if(['wardrobe','cabinet','bookshelf','shelf','storage-shelf'].includes(item.type)){pb(spec.w,1.65,spec.d,wood,0,.84,0);for(const y of [.38,.82,1.25])pb(spec.w-.12,.06,spec.d+.02,light,0,y,.02);if(item.type==='wardrobe'||item.type==='cabinet'){pb(.06,1.5,.04,dark,0,.86,spec.d/2+.03);pb(.07,.12,.05,metal,-.12,.85,spec.d/2+.06);pb(.07,.12,.05,metal,.12,.85,spec.d/2+.06);}else for(let i=0;i<5;i++)pb(.15,.42,.27,[0xe36d5c,0x4e8bd9,0xf0c84d,0x62a96b][i%4],-.45+i*.22,.58,spec.d/2+.03);}"
for,19-campfire-hunting-house-extensions.js,3764,"else if(['wardrobe','cabinet','bookshelf','shelf','storage-shelf'].includes(item.type)){pb(spec.w,1.65,spec.d,wood,0,.84,0);for(const y of [.38,.82,1.25])pb(spec.w-.12,.06,spec.d+.02,light,0,y,.02);if(item.type==='wardrobe'||item.type==='cabinet'){pb(.06,1.5,.04,dark,0,.86,spec.d/2+.03);pb(.07,.12,.05,metal,-.12,.85,spec.d/2+.06);pb(.07,.12,.05,metal,.12,.85,spec.d/2+.06);}else for(let i=0;i<5;i++)pb(.15,.42,.27,[0xe36d5c,0x4e8bd9,0xf0c84d,0x62a96b][i%4],-.45+i*.22,.58,spec.d/2+.03);}"
if,19-campfire-hunting-house-extensions.js,3765,"else if(item.type==='nightstand'){pb(.6,.58,.5,wood,0,.3,0);pb(.5,.18,.03,light,0,.37,.27);pb(.07,.08,.05,metal,0,.37,.3);}"
else,19-campfire-hunting-house-extensions.js,3765,"else if(item.type==='nightstand'){pb(.6,.58,.5,wood,0,.3,0);pb(.5,.18,.03,light,0,.37,.27);pb(.07,.08,.05,metal,0,.37,.3);}"
if,19-campfire-hunting-house-extensions.js,3766,"else if(['lamp','porch-light'].includes(item.type)){pb(.12,.75,.12,metal,0,.4,0);const shade=new THREE.Mesh(new THREE.ConeGeometry(.3,.48,10,1,true),mat(0xffe6a2,{emissive:0xffc94d,emissiveIntensity:.45,side:THREE.DoubleSide}));shade.position.y=.9;g.add(shade);pb(.42,.08,.42,dark,0,.04,0);}"
else,19-campfire-hunting-house-extensions.js,3766,"else if(['lamp','porch-light'].includes(item.type)){pb(.12,.75,.12,metal,0,.4,0);const shade=new THREE.Mesh(new THREE.ConeGeometry(.3,.48,10,1,true),mat(0xffe6a2,{emissive:0xffc94d,emissiveIntensity:.45,side:THREE.DoubleSide}));shade.position.y=.9;g.add(shade);pb(.42,.08,.42,dark,0,.04,0);}"
if,19-campfire-hunting-house-extensions.js,3767,"else if(item.type==='dining-table'){pb(1.45,.12,.95,wood,0,.72,0);for(const x of [-.58,.58])for(const z of [-.35,.35])pb(.1,.72,.1,dark,x,.36,z);}"
else,19-campfire-hunting-house-extensions.js,3767,"else if(item.type==='dining-table'){pb(1.45,.12,.95,wood,0,.72,0);for(const x of [-.58,.58])for(const z of [-.35,.35])pb(.1,.72,.1,dark,x,.36,z);}"
for,19-campfire-hunting-house-extensions.js,3767,"else if(item.type==='dining-table'){pb(1.45,.12,.95,wood,0,.72,0);for(const x of [-.58,.58])for(const z of [-.35,.35])pb(.1,.72,.1,dark,x,.36,z);}"
if,19-campfire-hunting-house-extensions.js,3768,"else if(item.type==='stove'){pb(.8,.9,.62,0xe8edf2,0,.45,0);pb(.78,.08,.64,dark,0,.93,0);for(const x of [-.22,.22])for(const z of [-.16,.16]){const burner=new THREE.Mesh(new THREE.CylinderGeometry(.11,.11,.025,12),mat(0x202733));burner.position.set(x,.99,z);g.add(burner);}pb(.55,.42,.04,0x27394a,0,.47,.33);}"
else,19-campfire-hunting-house-extensions.js,3768,"else if(item.type==='stove'){pb(.8,.9,.62,0xe8edf2,0,.45,0);pb(.78,.08,.64,dark,0,.93,0);for(const x of [-.22,.22])for(const z of [-.16,.16]){const burner=new THREE.Mesh(new THREE.CylinderGeometry(.11,.11,.025,12),mat(0x202733));burner.position.set(x,.99,z);g.add(burner);}pb(.55,.42,.04,0x27394a,0,.47,.33);}"
for,19-campfire-hunting-house-extensions.js,3768,"else if(item.type==='stove'){pb(.8,.9,.62,0xe8edf2,0,.45,0);pb(.78,.08,.64,dark,0,.93,0);for(const x of [-.22,.22])for(const z of [-.16,.16]){const burner=new THREE.Mesh(new THREE.CylinderGeometry(.11,.11,.025,12),mat(0x202733));burner.position.set(x,.99,z);g.add(burner);}pb(.55,.42,.04,0x27394a,0,.47,.33);}"
if,19-campfire-hunting-house-extensions.js,3769,"else if(item.type==='fridge'){pb(.8,1.75,.7,0xe7edf2,0,.88,0);pb(.05,1.55,.04,metal,.23,.9,.37);pb(.8,.06,.72,dark,0,.68,0);}"
else,19-campfire-hunting-house-extensions.js,3769,"else if(item.type==='fridge'){pb(.8,1.75,.7,0xe7edf2,0,.88,0);pb(.05,1.55,.04,metal,.23,.9,.37);pb(.8,.06,.72,dark,0,.68,0);}"
if,19-campfire-hunting-house-extensions.js,3770,"else if(['sink','bath-sink'].includes(item.type)){pb(spec.w,.78,spec.d,light,0,.39,0);const basin=new THREE.Mesh(new THREE.CylinderGeometry(.25,.22,.12,14),mat(0xb7d6e4));basin.position.set(0,.82,.02);g.add(basin);pb(.06,.34,.06,metal,0,.98,-.12);pb(.26,.05,.05,metal,.1,1.12,-.12);}"
else,19-campfire-hunting-house-extensions.js,3770,"else if(['sink','bath-sink'].includes(item.type)){pb(spec.w,.78,spec.d,light,0,.39,0);const basin=new THREE.Mesh(new THREE.CylinderGeometry(.25,.22,.12,14),mat(0xb7d6e4));basin.position.set(0,.82,.02);g.add(basin);pb(.06,.34,.06,metal,0,.98,-.12);pb(.26,.05,.05,metal,.1,1.12,-.12);}"
if,19-campfire-hunting-house-extensions.js,3771,"else if(item.type==='shower'){pb(.95,.05,.95,0x9bdff2,0,.03,0);pb(.06,1.75,.06,metal,-.38,.88,-.38);pb(.62,.05,.05,metal,-.08,1.62,-.38);const head=new THREE.Mesh(new THREE.CylinderGeometry(.12,.12,.08,12),mat(0x9aabb7));head.position.set(.2,1.55,-.38);head.rotation.z=Math.PI/2;g.add(head);}"
else,19-campfire-hunting-house-extensions.js,3771,"else if(item.type==='shower'){pb(.95,.05,.95,0x9bdff2,0,.03,0);pb(.06,1.75,.06,metal,-.38,.88,-.38);pb(.62,.05,.05,metal,-.08,1.62,-.38);const head=new THREE.Mesh(new THREE.CylinderGeometry(.12,.12,.08,12),mat(0x9aabb7));head.position.set(.2,1.55,-.38);head.rotation.z=Math.PI/2;g.add(head);}"
if,19-campfire-hunting-house-extensions.js,3772,"else if(item.type==='toilet'){pb(.62,.42,.68,light,0,.25,.12);const seat=new THREE.Mesh(new THREE.TorusGeometry(.24,.07,8,14),mat(0xdfe8ed));seat.position.set(0,.5,.13);seat.rotation.x=Math.PI/2;g.add(seat);pb(.58,.72,.28,light,0,.47,-.3);}"
else,19-campfire-hunting-house-extensions.js,3772,"else if(item.type==='toilet'){pb(.62,.42,.68,light,0,.25,.12);const seat=new THREE.Mesh(new THREE.TorusGeometry(.24,.07,8,14),mat(0xdfe8ed));seat.position.set(0,.5,.13);seat.rotation.x=Math.PI/2;g.add(seat);pb(.58,.72,.28,light,0,.47,-.3);}"
if,19-campfire-hunting-house-extensions.js,3773,"else if(item.type==='desk'){pb(1.48,.12,.66,wood,0,.72,0);pb(.12,.72,.12,dark,-.58,.36,0);pb(.12,.72,.12,dark,.58,.36,0);pb(.72,.55,.06,dark,0,1.12,-.14);pb(.62,.43,.04,0x216789,0,1.12,-.1);}"
else,19-campfire-hunting-house-extensions.js,3773,"else if(item.type==='desk'){pb(1.48,.12,.66,wood,0,.72,0);pb(.12,.72,.12,dark,-.58,.36,0);pb(.12,.72,.12,dark,.58,.36,0);pb(.72,.55,.06,dark,0,1.12,-.14);pb(.62,.43,.04,0x216789,0,1.12,-.1);}"
if,19-campfire-hunting-house-extensions.js,3774,"else if(item.type==='chair'){pb(.55,.12,.55,wood,0,.55,0);pb(.55,.76,.1,wood,0,.92,-.23);for(const x of [-.2,.2])for(const z of [-.2,.2])pb(.07,.55,.07,dark,x,.28,z);}"
else,19-campfire-hunting-house-extensions.js,3774,"else if(item.type==='chair'){pb(.55,.12,.55,wood,0,.55,0);pb(.55,.76,.1,wood,0,.92,-.23);for(const x of [-.2,.2])for(const z of [-.2,.2])pb(.07,.55,.07,dark,x,.28,z);}"
for,19-campfire-hunting-house-extensions.js,3774,"else if(item.type==='chair'){pb(.55,.12,.55,wood,0,.55,0);pb(.55,.76,.1,wood,0,.92,-.23);for(const x of [-.2,.2])for(const z of [-.2,.2])pb(.07,.55,.07,dark,x,.28,z);}"
if,19-campfire-hunting-house-extensions.js,3775,"else if(item.type==='toolbench'){pb(1.52,.16,.62,wood,0,.8,0);for(const x of [-.62,.62])pb(.12,.8,.12,dark,x,.4,0);pb(1.45,.8,.1,0x51677a,0,1.22,-.25);for(const x of [-.45,0,.45])pb(.13,.4,.06,0xf0b33d,x,1.24,.32);}"
else,19-campfire-hunting-house-extensions.js,3775,"else if(item.type==='toolbench'){pb(1.52,.16,.62,wood,0,.8,0);for(const x of [-.62,.62])pb(.12,.8,.12,dark,x,.4,0);pb(1.45,.8,.1,0x51677a,0,1.22,-.25);for(const x of [-.45,0,.45])pb(.13,.4,.06,0xf0b33d,x,1.24,.32);}"
for,19-campfire-hunting-house-extensions.js,3775,"else if(item.type==='toolbench'){pb(1.52,.16,.62,wood,0,.8,0);for(const x of [-.62,.62])pb(.12,.8,.12,dark,x,.4,0);pb(1.45,.8,.1,0x51677a,0,1.22,-.25);for(const x of [-.45,0,.45])pb(.13,.4,.06,0xf0b33d,x,1.24,.32);}"
if,19-campfire-hunting-house-extensions.js,3776,"else if(item.type==='bench'){pb(1.58,.16,.52,wood,0,.55,0);pb(1.58,.62,.12,wood,0,.88,-.2);for(const x of [-.58,.58])pb(.1,.55,.1,dark,x,.28,0);}"
else,19-campfire-hunting-house-extensions.js,3776,"else if(item.type==='bench'){pb(1.58,.16,.52,wood,0,.55,0);pb(1.58,.62,.12,wood,0,.88,-.2);for(const x of [-.58,.58])pb(.1,.55,.1,dark,x,.28,0);}"
for,19-campfire-hunting-house-extensions.js,3776,"else if(item.type==='bench'){pb(1.58,.16,.52,wood,0,.55,0);pb(1.58,.62,.12,wood,0,.88,-.2);for(const x of [-.58,.58])pb(.1,.55,.1,dark,x,.28,0);}"
if,19-campfire-hunting-house-extensions.js,3777,"else if(item.type==='plant'){const pot=new THREE.Mesh(new THREE.CylinderGeometry(.28,.22,.48,10),mat(0xb55f34));pot.position.y=.25;g.add(pot);for(const x of [-.18,0,.18]){pb(.06,.72,.06,green,x,.76,0);pb(.28,.16,.18,shadeColor(green,x===0?15:-10),x,.98,0);}}"
else,19-campfire-hunting-house-extensions.js,3777,"else if(item.type==='plant'){const pot=new THREE.Mesh(new THREE.CylinderGeometry(.28,.22,.48,10),mat(0xb55f34));pot.position.y=.25;g.add(pot);for(const x of [-.18,0,.18]){pb(.06,.72,.06,green,x,.76,0);pb(.28,.16,.18,shadeColor(green,x===0?15:-10),x,.98,0);}}"
for,19-campfire-hunting-house-extensions.js,3777,"else if(item.type==='plant'){const pot=new THREE.Mesh(new THREE.CylinderGeometry(.28,.22,.48,10),mat(0xb55f34));pot.position.y=.25;g.add(pot);for(const x of [-.18,0,.18]){pb(.06,.72,.06,green,x,.76,0);pb(.28,.16,.18,shadeColor(green,x===0?15:-10),x,.98,0);}}"
if,19-campfire-hunting-house-extensions.js,3778,"else if(item.type==='chest'){pb(1.05,.58,.65,wood,0,.3,0);pb(1.08,.18,.68,shadeColor(wood,-15),0,.64,0);pb(.1,.5,.04,metal,0,.38,.35);}"
else,19-campfire-hunting-house-extensions.js,3778,"else if(item.type==='chest'){pb(1.05,.58,.65,wood,0,.3,0);pb(1.08,.18,.68,shadeColor(wood,-15),0,.64,0);pb(.1,.5,.04,metal,0,.38,.35);}"
if,19-campfire-hunting-house-extensions.js,3779,"else if(item.type==='crate'){pb(.7,.7,.7,wood,0,.35,0);pb(.76,.08,.08,dark,0,.38,.36);pb(.08,.76,.08,dark,-.36,.38,0);pb(.08,.76,.08,dark,.36,.38,0);}"
else,19-campfire-hunting-house-extensions.js,3779,"else if(item.type==='crate'){pb(.7,.7,.7,wood,0,.35,0);pb(.76,.08,.08,dark,0,.38,.36);pb(.08,.76,.08,dark,-.36,.38,0);pb(.08,.76,.08,dark,.36,.38,0);}"
else,19-campfire-hunting-house-extensions.js,3780,"else{pb(spec.w,.65,spec.d,accent,0,.34,0);}g.userData.furnitureId=item.id;return g;"
if,19-campfire-hunting-house-extensions.js,3782,"function renderExtensionFurniture(record){if(!record)return;if(record.furnitureGroup)disposeFurnitureGroup(record.furnitureGroup);record.furnitureGroup=new THREE.Group();record.furnitureGroup.name=`OTTHI_FURNITURE_${record.data.id}`;record.group.add(record.furnitureGroup);for(const item of furnitureForExtension(record.data.id)){const mesh=createFurnitureModel(item,record.furnitureGroup,false,true);if(mesh)world.extensionFurniture.push({item,mesh,extensionId:record.data.id});}}"
for,19-campfire-hunting-house-extensions.js,3782,"function renderExtensionFurniture(record){if(!record)return;if(record.furnitureGroup)disposeFurnitureGroup(record.furnitureGroup);record.furnitureGroup=new THREE.Group();record.furnitureGroup.name=`OTTHI_FURNITURE_${record.data.id}`;record.group.add(record.furnitureGroup);for(const item of furnitureForExtension(record.data.id)){const mesh=createFurnitureModel(item,record.furnitureGroup,false,true);if(mesh)world.extensionFurniture.push({item,mesh,extensionId:record.data.id});}}"
if,19-campfire-hunting-house-extensions.js,3783,"function renderFurniturePreview(record){clearFurniturePreview();if(!record||!furnitureDraft)return;const valid=furniturePlacementValid(record.data.id,furnitureDraft,furnitureDraft.id||'');furniturePreview=createFurnitureModel(furnitureDraft,record.group,true,valid);return valid;}"
if,19-campfire-hunting-house-extensions.js,3784,"function nextFurnitureSlot(record,draft,direction=1){let index=Number(draft.slotIndex||0);for(let attempt=0;attempt<FURNITURE_SLOTS.length;attempt++){index=(index+direction+FURNITURE_SLOTS.length)%FURNITURE_SLOTS.length;const slot=FURNITURE_SLOTS[index],candidate={...draft,slotIndex:index,x:slot.x,z:slot.z};if(furniturePlacementValid(record.data.id,candidate,candidate.id||''))return candidate;}const slot=FURNITURE_SLOTS[index];return{...draft,slotIndex:index,x:slot.x,z:slot.z};}"
for,19-campfire-hunting-house-extensions.js,3784,"function nextFurnitureSlot(record,draft,direction=1){let index=Number(draft.slotIndex||0);for(let attempt=0;attempt<FURNITURE_SLOTS.length;attempt++){index=(index+direction+FURNITURE_SLOTS.length)%FURNITURE_SLOTS.length;const slot=FURNITURE_SLOTS[index],candidate={...draft,slotIndex:index,x:slot.x,z:slot.z};if(furniturePlacementValid(record.data.id,candidate,candidate.id||''))return candidate;}const slot=FURNITURE_SLOTS[index];return{...draft,slotIndex:index,x:slot.x,z:slot.z};}"
if,19-campfire-hunting-house-extensions.js,3785,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.no"
else,19-campfire-hunting-house-extensions.js,3785,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.no"
if,19-campfire-hunting-house-extensions.js,3786,"async function removeRoomFurniture(extensionId,furnitureId){const item=(state.roomFurniture||[]).find(entry=>entry.id===furnitureId),record=world.houseExtensions.find(entry=>entry.data.id===extensionId);if(!item||!record)return;if(!(await confirmModal('Remover móvel',`Remover ${furnitureSpec(item.type,record.data.type)?.name||'este móvel'} do cômodo?`,'Remover','Cancelar'))){openFurnitureManager(extensionId);return;}state.roomFurniture=state.roomFurniture.filter(entry=>entry.id!==furnitureId);re"
if,19-campfire-hunting-house-extensions.js,3787,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o côm"
if,19-campfire-hunting-house-extensions.js,3788,"function spawnHouseExtension(data,remote=false){if(!data?.id||world.houseExtensions.some(x=>x.data.id===data.id))return;const spec=ROOM_SPECS[data.type]||ROOM_SPECS.storage,g=new THREE.Group();g.position.set(data.x,0,data.z);g.rotation.y=Number(data.rotation||0);worldGroup.add(g);premiumBox(5.2,.22,5.2,spec.color,0,.11,0,g);premiumBox(5.25,.32,.18,0xf1eadb,0,1.55,-2.51,g);premiumBox(.18,3.0,5.2,0xf1eadb,-2.51,1.5,0,g);premiumBox(.18,3.0,5.2,0xf1eadb,2.51,1.5,0,g);premiumBox(5.5,.35,5.5,shadeColo"
if,19-campfire-hunting-house-extensions.js,3791,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da "
for,19-campfire-hunting-house-extensions.js,3791,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da "
for,19-campfire-hunting-house-extensions.js,3794,"premiumBox(12,.32,3,materials.wood,-30,.34,52);registerPlatform(-30,52,12,3,.5,{pier:true});for(const z of [44.8,59.2])premiumBox(2.2,.35,.35,0xd7c7a0,-25.5,.25,z);createSignpost(-22,47,'Píer e Pesca',Math.PI/2);"
for,19-campfire-hunting-house-extensions.js,3795,"for(const [x,z,s] of [[-23.8,42.9,.75],[-26.5,42.4,.55],[-29.4,42.7,.68],[-32.2,43.1,.52],[-23.9,60.8,.68],[-27.1,61.2,.55],[-30.4,61.0,.72]]){premiumBox(1.1*s,.28*s,.8*s,materials.stone,x,.1,z);for(let i=0;i<3;i++){const reed=premiumCylinder(.035,.85+Math.random()*.35,0x4f8f42,x+(i-1)*.18,.45,z+(Math.random()-.5)*.28,worldGroup,6);reed.rotation.z=(Math.random()-.5)*.12;}}"
if,19-campfire-hunting-house-extensions.js,3798,"function restoreLifeExpansion(){for(const c of state.campfires){if(Number(c.expiresAt||0)>Date.now())spawnCampfire(c);if(c.cooking&&Number(c.cooking.endsAt||0)<=Date.now())finishCampfireCooking(c,c.cooking.id);}for(const e of state.houseExtensions)spawnHouseExtension(e);}"
for,19-campfire-hunting-house-extensions.js,3798,"function restoreLifeExpansion(){for(const c of state.campfires){if(Number(c.expiresAt||0)>Date.now())spawnCampfire(c);if(c.cooking&&Number(c.cooking.endsAt||0)<=Date.now())finishCampfireCooking(c,c.cooking.id);}for(const e of state.houseExtensions)spawnHouseExtension(e);}"
if,19-campfire-hunting-house-extensions.js,3799,"function updateLifeActivities(dt){updateShoreFishers(dt);world.activityAcc+=dt;if(world.activityAcc<.5)return;world.activityAcc=0;const now=Date.now();for(const c of [...world.campfires]){if(c.flame)c.flame.scale.y=.85+Math.sin(performance.now()*.009+c.data.x)*.18;if(c.data.cooking&&Number(c.data.cooking.endsAt||0)<=now)finishCampfireCooking(c.data,c.data.cooking.id);if(Number(c.data.expiresAt||0)<=now){c.data.expired=true;c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=w"
for,19-campfire-hunting-house-extensions.js,3799,"function updateLifeActivities(dt){updateShoreFishers(dt);world.activityAcc+=dt;if(world.activityAcc<.5)return;world.activityAcc=0;const now=Date.now();for(const c of [...world.campfires]){if(c.flame)c.flame.scale.y=.85+Math.sin(performance.now()*.009+c.data.x)*.18;if(c.data.cooking&&Number(c.data.cooking.endsAt||0)<=now)finishCampfireCooking(c.data,c.data.cooking.id);if(Number(c.data.expiresAt||0)<=now){c.data.expired=true;c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=w"
if,19-campfire-hunting-house-extensions.js,3800,for(const a of world.animals){if(!a.available&&a.respawnAt<=now){a.available=true;a.group.visible=true;}if(a.available){a.group.rotation.y+=Math.sin(performance.now()*.0005+a.x)*.004;}}
for,19-campfire-hunting-house-extensions.js,3800,for(const a of world.animals){if(!a.available&&a.respawnAt<=now){a.available=true;a.group.visible=true;}if(a.available){a.group.rotation.y+=Math.sin(performance.now()*.0005+a.x)*.004;}}
if,19-campfire-hunting-house-extensions.js,3801,if(Math.random()<.08&&state.campfires.length!==world.campfires.filter(c=>!c.data.remote).length){saveState();window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);}
for,20-world-build-cloud-houses.js,3813,"for(const road of L.roads)createRoad(road.x,road.z,road.w,road.d);"
for,20-world-build-cloud-houses.js,3818,"for(let i=-5;i<=5;i++){const part=box(2.1,.35,5,materials.wood,-12+i*2.15,.25,52);world.bridgeParts.push(part);registerPlatform(-12+i*2.15,52,2.1,5,.43,{bridgePart:i+5});}"
for,20-world-build-cloud-houses.js,3822,"for(let i=0,created=0;i<180&&created<48;i++){"
if,20-world-build-cloud-houses.js,3824,"if(v704ReservedAt(x,z,2.4)||Math.abs(x+68)<11&&Math.abs(z+18)<11||Math.abs(x+92)<14&&Math.abs(z+92)<13)continue;"
for,20-world-build-cloud-houses.js,3827,"for(let i=0,created=0;i<90&&created<18;i++){"
if,20-world-build-cloud-houses.js,3828,"const x=-44+(Math.random()-.5)*60,z=-95+(Math.random()-.5)*42;if(v704ReservedAt(x,z,1.8))continue;createRock(x,z,.7+Math.random()*.6,true);created++;"
for,20-world-build-cloud-houses.js,3830,"for(let i=0,created=0;i<320&&created<80;i++){"
if,20-world-build-cloud-houses.js,3831,"const x=(Math.random()-.5)*218,z=(Math.random()-.5)*218;if(v704ReservedAt(x,z,1.2))continue;createFlower(x,z,Math.random()>.5?0xff74c9:0xffdf55);created++;"
for,20-world-build-cloud-houses.js,3849,"createFenceLine(-36,26,-15,26,9);createFenceLine(15,26,36,26,9);for(const p of [[-9,9],[9,9],[-33,8],[33,8],[-10,-7],[10,-7]])createLamp(p[0],p[1]);"
for,20-world-build-cloud-houses.js,3874,"for(const p of [[12,1,-2],[-14,1,-8],[36,1,-15],[-45,1,18],[-63,1,-35],[78,1,15],[95,1,-20]])createCrystal(...p);"
if,20-world-build-cloud-houses.js,3876,if(typeof migrateWorldBuildsToSafeZoneV704==='function')migrateWorldBuildsToSafeZoneV704();reconcileWorldBuilds();updateBridgeVisual();restoreActiveAdventure();
if,20-world-build-cloud-houses.js,3878,"world.layoutAudit=v704StaticWorldAudit();if(!world.layoutAudit.passed)console.error('[OTTHI V704] conflitos no layout mestre',world.layoutAudit.problems);setTimeout(()=>{try{v704RuntimeWorldAudit();}catch(error){console.error('[OTTHI V704] auditoria do mundo real falhou',error);}},0);"
