module,sourceLine,snippet
29-game-loop-controls-gamepad.js,5208,"els.stage.addEventListener('pointerdown',e=>{if(e.target!==renderer?.domElement)return;input.cameraDrag={id:e.pointerId,x:e.clientX,y:e.clientY};safePointerCapture(els.stage,e.pointerId);});"
29-game-loop-controls-gamepad.js,5209,"els.stage.addEventListener('pointermove',e=>{const d=input.cameraDrag;if(!d||d.id!==e.pointerId)return;const dx=e.clientX-d.x,dy=e.clientY-d.y;cameraYaw-=dx*.006;cameraPitch=clamp(cameraPitch+dy*.0042,-.55,1.35);state.settings.cameraPitch=+cameraPitch.toFixed(3);d.x=e.clientX;d.y=e.clientY;});"
29-game-loop-controls-gamepad.js,5210,"const endDrag=e=>{if(input.cameraDrag?.id===e.pointerId)input.cameraDrag=null;};els.stage.addEventListener('pointerup',endDrag);els.stage.addEventListener('pointercancel',endDrag);"
29-game-loop-controls-gamepad.js,5211,"els.stage.addEventListener('wheel',e=>{if(!running||!els.modal.hidden)return;e.preventDefault();cameraZoom=clamp(cameraZoom+Math.sign(e.deltaY)*.9,-4.5,9);state.settings.cameraZoom=+cameraZoom.toFixed(2);},{passive:false});"
29-game-loop-controls-gamepad.js,5229,"if(sessionLimitSeconds>0&&(Number(state.usage.sessionLockedAt||0)>0||Number(state.usage.sessionSeconds||0)>=sessionLimitSeconds)){state.usage.sessionLockedAt=Number(state.usage.sessionLockedAt||Date.now());saveState(true);openModal('Tempo de jogo concluído','<div class=""parent-gate""><span>⏰</span><h3>Nova sessão exige um responsável</h3><p>O limite continua bloqueado mesmo ao voltar ao menu. Um responsável pode liberar outra sessão usando a senha da conta.</p><button class=""btn primary xl"" data-session-parent>Área dos responsáveis</button><button class=""btn"" data-session-back>Ficar no menu</button></div>',root=>{$('[data-session-parent]',root).onclick=()=>openParentGate(false);$('[data-sessi"
30-pause-tests-public-api-bootstrap.js,5244,els.playBtn.onclick=()=>startGame(true);els.continueBtn.onclick=()=>startGame(false);
30-pause-tests-public-api-bootstrap.js,5250,"$('[data-resume]',root).onclick=()=>closeModal();"
30-pause-tests-public-api-bootstrap.js,5251,"$('[data-life]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();if(player.vehicle)startEngineSound();openLifePanel();};"
30-pause-tests-public-api-bootstrap.js,5252,"$('[data-safe]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();recoverPlayerToLastSafe('retorno manual',true);};"
30-pause-tests-public-api-bootstrap.js,5253,"$('[data-home]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();returnHome();};"
30-pause-tests-public-api-bootstrap.js,5254,"$('[data-menu]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();stopGame();};"
30-pause-tests-public-api-bootstrap.js,5257,"els.gameSettingsBtn.addEventListener('contextmenu',e=>e.preventDefault());"
31-neighborhood-world-controller.js,5446,"window.addEventListener('otthi:room-changing',()=>{clearRemoteRoomEntities();resetMobilityForRoomChange();});"
31-neighborhood-world-controller.js,5447,"window.addEventListener('otthi:room-changed',event=>{if(event.detail?.connected===false)return;applyRoomWorld(event.detail?.room,{toast:event.detail?.previousRoom!==event.detail?.room,teleport:true});});"
31-neighborhood-world-controller.js,5448,"window.addEventListener('otthos:mp-status',event=>{const room=event.detail?.room;if(event.detail?.connected&&room&&!appliedRoomId&&running)applyRoomWorld(room,{toast:false,teleport:state.multiplayer.room!==room});});"
31-neighborhood-world-controller.js,5449,"window.addEventListener('otthos:houses',()=>{if(!els.modal.hidden&&els.modal.classList.contains('map-modal'))refreshOpenMapAfterResize();updateNavigation(0,true);});"
34-avatar-studio-professional-v3.js,5900,"$$('[data-world-avatar-field]',root).forEach(button=>button.onclick=()=>{const field=button.dataset.worldAvatarField,value=button.dataset.worldAvatarValue;state.avatar={...state.avatar,[field]:worldAvatarSafeChoice(field,value),renderMode:'otthi-world-v3'};$$(`[data-world-avatar-field=""${field}""]`,root).forEach(item=>item.classList.toggle('selected',item===button));applyAvatarCustomization();});"
34-avatar-studio-professional-v3.js,5901,"$$('[data-world-avatar-color]',root).forEach(input=>input.oninput=()=>{state.avatar={...state.avatar,[input.dataset.worldAvatarColor]:safeAvatarColor(input.value,state.avatar[input.dataset.worldAvatarColor])};applyAvatarCustomization();});"
34-avatar-studio-professional-v3.js,5902,"$$('[data-avatar-type]',root).forEach(button=>button.onclick=()=>{state.avatar=updateAvatarV2LegacyChoice(state.avatar,button.dataset.avatarType,button.dataset.avatarId);$$(`[data-avatar-type=""${button.dataset.avatarType}""]`,root).forEach(item=>item.classList.toggle('selected',item===button));applyAvatarCustomization();});"
34-avatar-studio-professional-v3.js,5903,"$('[data-world-avatar-save]',root).onclick=()=>{state.avatar=normalizeAvatarV2({...state.avatar,renderMode:'otthi-world-v3'});setFlag('customizedAvatar');setFlag('otthiWorldAvatarV3');saveState(true);closeModal();toast('Personagem salvo no seu perfil.','good',2000);};"
34-avatar-studio-professional-v3.js,5904,"$('[data-world-avatar-legacy]',root)?.addEventListener('click',legacyOpenAvatarStudio);"
36-modular-build-machines.js,6069,"$('[data-world-vehicle-select]',root).onchange=event=>openWorldModularGarage(event.currentTarget.value);"
36-modular-build-machines.js,6070,"$$('[data-world-vehicle-field]',root).forEach(button=>button.onclick=()=>{const target=worldVehicleParts(id),field=button.dataset.worldVehicleField,value=button.dataset.worldVehicleValue;target[field]=value;state.vehicles.modularParts[id]=target;$$(`[data-world-vehicle-field=""${field}""]`,root).forEach(item=>item.classList.toggle('selected',item===button));if(vehicle?.group)applyWorldVehicleModulesToGroup(vehicle.group,id);if(player.vehicle&&player.car.id===id)applyWorldVehicleModulesToGroup(vehicleVisual,id);});"
36-modular-build-machines.js,6071,"$$('[data-world-vehicle-color]',root).forEach(input=>input.oninput=()=>{const target=worldVehicleParts(id);target[input.dataset.worldVehicleColor]=safeAvatarColor(input.value,target[input.dataset.worldVehicleColor]);state.vehicles.modularParts[id]=target;if(vehicle?.group)applyWorldVehicleModulesToGroup(vehicle.group,id);if(player.vehicle&&player.car.id===id)applyWorldVehicleModulesToGroup(vehicleVisual,id);});"
36-modular-build-machines.js,6072,"$('[data-world-vehicle-save]',root).onclick=()=>{saveState(true).finally(()=>syncCloudProgress(true));closeModal();toast('Montagem do veículo salva no mesmo progresso.','good',2200);};"
36-modular-build-machines.js,6073,"$('[data-world-vehicle-repair]',root).onclick=()=>{if(typeof repairVehicleV704==='function'){if(repairVehicleV704(vehicle||id))openWorldModularGarage(id);return;}state.vehicles.partDurability[id]=100;if(vehicle?.group)applyWorldVehicleModulesToGroup(vehicle.group,id);if(player.vehicle&&player.car.id===id)applyWorldVehicleModulesToGroup(vehicleVisual,id);saveState(true);openWorldModularGarage(id);toast('Peças reparadas.','good',1600);};"
36a-vehicle-damage-repair-v704.js,32,"function openBrokenVehicleOptionsV704(vehicle){const d=vehicleDurabilityV704(vehicle);openModal('Veículo quebrado',`<p><b>${escapeHtml(vehicle?.label||'Veículo')}</b> está com ${d}% de integridade e não pode continuar.</p><div class=""modal-actions""><button class=""btn primary"" data-v704-tow>🚚 Rebocar para oficina • 20 moedas</button><button class=""btn good"" data-v704-repair>🛠 Reparar agora</button></div>`,root=>{$('[data-v704-tow]',root).onclick=()=>{if(towVehicleToWorkshopV704(vehicle))closeModal();};$('[data-v704-repair]',root).onclick=()=>{if(repairVehicleV704(vehicle)){closeModal();}};});}"
37-hero-platform-gameplay.js,6091,"$$('[data-world-hero-power]',root).forEach(button=>button.onclick=()=>{hero.selectedPower=button.dataset.worldHeroPower;saveState();openWorldHeroCenter();updateWorldHeroHud();});"
37-hero-platform-gameplay.js,6092,"$('[data-world-hero-use]',root).onclick=()=>{closeModal();activateWorldHeroPower();};"
37-hero-platform-gameplay.js,6093,"$('[data-world-hero-challenge]',root).onclick=()=>{closeModal();startWorldHeroChallenge();};"
37-hero-platform-gameplay.js,6119,"if(document.getElementById('worldHeroBtn'))return;const button=document.createElement('button');button.id='worldHeroBtn';button.className='world-hero-action';button.type='button';button.setAttribute('aria-label','Usar poder OTTHI');button.innerHTML='<b data-world-hero-icon>⚡</b><span data-world-hero-energy>100</span>';button.onclick=()=>activateWorldHeroPower();document.getElementById('game')?.appendChild(button);"
38-otthi-world-integration-bootstrap.js,6134,ensureOtthiWorldState();injectOtthiWorldButtons();ensureWorldHeroHud();if(els.avatarBtn)els.avatarBtn.onclick=openAvatarStudio;
38-otthi-world-integration-bootstrap.js,6139,"window.addEventListener('otthi:cloud-progress-merged',()=>{ensureOtthiWorldState();if(playerModel)applyAvatarCustomization();});"
39-gm-admin-panel.js,34,"return new Promise(resolve=>{let settled=false;const finish=()=>{if(settled)return;settled=true;clearTimeout(timer);window.removeEventListener('otthi:account-state-ready',finish);resolve(true);};const timer=setTimeout(finish,120000);window.addEventListener('otthi:account-state-ready',finish,{once:true});});"
39-gm-admin-panel.js,66,"window.addEventListener('otthi:gm-grant',event=>queueGMGrant(event.detail||{}));"
39-gm-admin-panel.js,80,"list.querySelectorAll('[data-gm-user]').forEach(button=>button.addEventListener('click',()=>gmSelectUser(button.dataset.gmUser)));"
39-gm-admin-panel.js,93,"root.querySelector('[data-gm-grant-form]')?.addEventListener('submit',event=>gmSubmitGrant(event,userRecord));root.querySelector('[data-gm-refresh-user]')?.addEventListener('click',()=>gmSelectUser(userRecord.uid,true));"
39-gm-admin-panel.js,121,"gmPanel.querySelector('[data-gm-close]').addEventListener('click',closeGMPanel);gmPanel.querySelector('[data-gm-refresh]').addEventListener('click',gmRefreshPanel);gmPanel.querySelector('[data-gm-search]').addEventListener('input',gmRenderUserList);return gmPanel;"
39-gm-admin-panel.js,131,"submit.addEventListener('click',verify);input.addEventListener('keydown',event=>{if(event.key==='Enter'){event.preventDefault();verify();}});root.querySelector('[data-gm-access-cancel]').addEventListener('click',closeModal);setTimeout(()=>input?.focus(),80);"
39-gm-admin-panel.js,137,"signature.addEventListener('click',recordTap);signature.addEventListener('keydown',event=>{if(event.key==='Enter'||event.key===' '){event.preventDefault();recordTap();}});"
39-gm-admin-panel.js,138,"document.addEventListener('keydown',event=>{if(event.key==='Escape'&&gmPanel&&!gmPanel.hidden)closeGMPanel();});"
40-world-evolution-v702.js,97,"up.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();change(.18);},{passive:false});down.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();change(-.18);},{passive:false});WORLD_V702.cameraButtonsReady=true;"
